full_name,a,e,I,longNode,longPeri,q,ad,per_y,data_arc,condition_code,n_obs_used,H,pha
153842 (2001 XT30),2.751,0.5668,9.0,139.83,219.45,1.192,4.31,4.56,8419.0,0.0,1033,16.7,0
153951 (2002 AC3),1.836,0.3418,15.46,314.38,215.16,1.209,2.46,2.49,7965.0,0.0,717,18.75,0
153953 (2002 AD9),1.773,0.8089,31.01,2.57,9.8,0.339,3.21,2.36,17862.0,0.0,320,16.84,0
153957 (2002 AB29),2.532,0.7589,46.54,89.72,73.16,0.61,4.45,4.03,7486.0,0.0,400,17.76,0
153958 (2002 AM31),1.703,0.4515,4.64,144.37,197.96,0.934,2.47,2.22,14910.0,0.0,810,18.36,1
154007 (2002 BY),1.818,0.3473,2.73,214.24,23.77,1.187,2.45,2.45,14268.0,0.0,828,18.12,0
154019 (2002 CZ9),1.325,0.3601,4.97,142.84,80.88,0.848,1.8,1.53,1269.0,1.0,69,22.07,1
154020 (2002 CA10),1.541,0.5897,12.12,145.32,222.22,0.632,2.45,1.91,8465.0,0.0,143,19.07,0
154029 (2002 CY46),1.89,0.4623,44.19,346.14,319.41,1.016,2.76,2.6,7948.0,0.0,1115,16.51,0
154035 (2002 CV59),1.21,0.532,49.06,13.09,347.15,0.566,1.85,1.33,7761.0,0.0,374,17.38,0
154144 (2002 FA5),1.834,0.2963,23.62,172.57,126.32,1.291,2.38,2.48,8051.0,0.0,758,17.51,0
154229 (2002 JN97),1.851,0.7187,10.09,67.63,341.66,0.521,3.18,2.52,8901.0,0.0,574,16.63,0
154244 (2002 KL6),2.306,0.5491,3.25,212.93,98.4,1.04,3.57,3.5,10332.0,0.0,3912,17.57,0
154268 (2002 RM129),1.511,0.465,14.57,132.65,357.56,0.808,2.21,1.86,8082.0,0.0,379,18.09,0
154269 (2002 SM),1.872,0.4865,14.4,10.78,217.51,0.961,2.78,2.56,7752.0,0.0,303,17.87,1
154275 (2002 SR41),1.084,0.4907,11.58,247.77,258.2,0.552,1.62,1.13,7586.0,0.0,486,20.13,1
154276 (2002 SY50),1.704,0.6888,8.75,34.03,99.68,0.53,2.88,2.23,8071.0,0.0,1015,17.64,1
154278 (2002 TB9),1.804,0.5916,29.76,196.23,322.67,0.737,2.87,2.42,12193.0,0.0,859,16.57,0
154300 (2002 UO),1.209,0.4726,8.29,90.66,184.24,0.638,1.78,1.33,7669.0,0.0,374,19.37,0
154302 (2002 UQ3),1.72,0.5615,28.83,222.7,280.97,0.754,2.69,2.25,7997.0,0.0,916,17.69,1
154330 (2002 VX94),1.477,0.4086,7.16,320.06,215.23,0.873,2.08,1.79,13465.0,0.0,553,18.19,1
154347 (2002 XK4),1.85,0.6918,17.74,331.64,24.99,0.57,3.13,2.52,9565.0,0.0,871,16.08,0
154453 (2003 CJ11),2.583,0.8354,20.83,61.7,356.41,0.425,4.74,4.15,7795.0,0.0,986,15.35,0
154555 (2003 HA),1.184,0.5803,36.83,53.48,277.14,0.497,1.87,1.29,7289.0,0.0,1346,16.7,0
154589 (2003 MX2),2.29,0.4587,7.18,58.65,300.64,1.24,3.34,3.47,8671.0,0.0,893,16.71,0
154590 (2003 MA3),1.105,0.4022,1.42,152.67,228.88,0.661,1.55,1.16,7418.0,0.0,116,21.71,1
154631 (2003 WO25),1.557,0.4915,15.9,357.84,176.09,0.792,2.32,1.94,8392.0,0.0,213,18.22,0
154652 (2004 EP20),1.058,0.4505,16.18,159.57,191.35,0.582,1.54,1.09,5817.0,0.0,716,18.92,0
154656 (2004 FE3),2.31,0.6468,22.95,339.11,338.24,0.816,3.8,3.51,7272.0,0.0,469,16.41,0
154658 (2004 FA18),1.097,0.4547,19.29,29.58,318.65,0.598,1.6,1.15,9107.0,0.0,209,19.42,0
154715 (2004 LB6),1.619,0.4906,4.1,182.76,190.63,0.825,2.41,2.06,7055.0,0.0,627,18.54,0
154807 (2004 PP97),1.484,0.3166,15.53,15.09,68.69,1.014,1.95,1.81,17210.0,0.0,897,18.64,0
154988 (2004 XN35),1.506,0.6798,9.81,132.97,189.99,0.482,2.53,1.85,9509.0,0.0,396,18.39,0
154991 Vinciguerra (2005 BX26),1.705,0.3226,5.63,245.46,269.61,1.155,2.25,2.23,13250.0,0.0,422,18.57,0
154993 (2005 EA94),1.517,0.6637,10.32,104.06,309.03,0.51,2.52,1.87,8038.0,0.0,548,17.99,0
155110 (2005 TB),1.261,0.3486,30.38,226.17,44.79,0.822,1.7,1.42,13911.0,0.0,995,17.49,0
155140 (2005 UD),1.275,0.8726,28.64,19.69,207.64,0.162,2.39,1.44,15305.0,0.0,722,17.47,0
155334 (2006 DZ169),2.035,0.4085,6.61,14.81,275.96,1.204,2.87,2.9,14919.0,0.0,992,17.24,0
155336 (2006 GA1),2.12,0.7377,4.19,64.34,355.3,0.556,3.68,3.09,8354.0,0.0,148,18.41,0
155338 (2006 MZ1),1.569,0.4826,2.08,226.58,138.7,0.812,2.33,1.97,1700.0,0.0,134,20.4,1
155340 (2006 SK198),2.107,0.4667,9.24,260.53,352.51,1.124,3.09,3.06,8327.0,0.0,992,16.37,0
155341 (2006 SA218),1.478,0.2416,18.52,144.36,278.04,1.121,1.83,1.8,16310.0,0.0,868,18.3,0
159399 (1998 UL1),1.527,0.2141,41.97,214.85,353.28,1.2,1.85,1.89,9492.0,0.0,2101,16.59,0
159402 (1999 AP10),2.379,0.5721,7.57,356.82,47.63,1.018,3.74,3.67,8534.0,0.0,2020,16.62,0
159454 (2000 DJ8),1.411,0.2528,37.75,139.53,262.97,1.054,1.77,1.68,8968.0,0.0,787,18.15,0
159459 (2000 KB),2.337,0.7989,56.17,185.36,185.38,0.47,4.2,3.57,8336.0,0.0,305,16.33,0
159467 (2000 QK25),1.81,0.2826,6.14,138.77,240.46,1.298,2.32,2.43,8733.0,0.0,683,18.34,0
159495 (2000 UV16),2.349,0.4824,4.06,341.68,352.72,1.216,3.48,3.6,12259.0,0.0,293,17.56,0
159504 (2000 WO67),2.433,0.6172,9.69,107.57,237.82,0.931,3.93,3.8,8477.0,0.0,720,16.97,1
159518 (2001 FF7),2.104,0.4451,47.47,190.09,59.43,1.168,3.04,3.05,6507.0,0.0,278,18.0,0
159533 (2001 HH31),1.654,0.2888,12.85,71.61,275.96,1.177,2.13,2.13,9686.0,0.0,844,17.66,0
159555 (2001 SJ276),1.63,0.2299,29.44,214.94,123.51,1.256,2.01,2.08,8406.0,0.0,160,18.79,0
159560 (2001 TO103),2.214,0.4342,25.73,42.23,261.64,1.253,3.18,3.29,8419.0,0.0,541,17.14,0
159608 (2002 AC2),1.674,0.3516,58.88,102.69,208.12,1.086,2.26,2.17,8049.0,0.0,652,16.59,0
159609 (2002 AQ3),2.111,0.4627,40.01,124.21,243.49,1.135,3.09,3.07,8075.0,0.0,429,17.23,0
159635 (2002 CZ46),1.703,0.3243,16.24,173.37,246.41,1.151,2.26,2.22,7962.0,0.0,721,18.16,0
159677 (2002 HQ11),1.851,0.5951,6.06,153.17,322.39,0.749,2.95,2.52,3817.0,0.0,151,19.45,0
159686 (2002 LB6),1.804,0.6882,24.73,244.72,141.05,0.562,3.04,2.42,9860.0,0.0,844,16.36,0
159699 (2002 PQ142),1.697,0.7159,16.81,151.26,332.19,0.482,2.91,2.21,8089.0,0.0,357,17.7,0
159856 (2004 JW6),2.155,0.4653,9.75,143.89,174.57,1.152,3.16,3.16,15104.0,0.0,505,17.98,0
159857 (2004 LJ1),2.263,0.5935,23.15,235.54,140.02,0.92,3.61,3.4,10720.0,0.0,3293,15.47,1
159923 (2004 YJ32),2.523,0.5246,7.53,118.69,234.31,1.199,3.85,4.01,9623.0,0.0,354,16.43,0
159928 (2005 CV69),1.654,0.4196,27.75,157.45,95.66,0.96,2.35,2.13,13207.0,0.0,1240,18.0,0
159929 (2005 UK),1.887,0.4077,54.42,222.54,19.58,1.118,2.66,2.59,17388.0,0.0,355,17.72,0
161989 Cacus (1978 CA),1.123,0.2139,26.06,161.21,102.09,0.883,1.36,1.19,16425.0,0.0,1792,17.31,1
161995 (1983 LB),2.287,0.4786,25.26,81.16,220.69,1.193,3.38,3.46,14888.0,0.0,474,17.26,0
161998 (1988 PA),2.147,0.406,8.23,162.06,137.64,1.275,3.02,3.15,13007.0,0.0,487,17.6,0
161999 (1989 RC),2.316,0.5121,7.37,140.14,181.39,1.13,3.5,3.52,12719.0,0.0,156,18.78,0
162000 (1990 OS),1.678,0.4624,1.09,346.51,21.59,0.902,2.45,2.17,12258.0,0.0,426,19.64,1
162004 (1991 VE),0.8907,0.6647,7.22,61.85,193.66,0.299,1.48,0.841,25515.0,0.0,1613,18.3,0
162011 Konnohmaru (1994 AB1),2.834,0.5972,4.55,66.72,343.0,1.142,4.53,4.77,10714.0,0.0,510,16.6,0
162015 (1994 TF2),0.9931,0.2838,23.75,175.23,349.78,0.711,1.28,0.99,3301.0,1.0,147,19.25,0
162038 (1996 DH),1.587,0.2766,17.23,309.27,351.54,1.148,2.03,2.0,10304.0,0.0,1777,16.68,0
162039 (1996 JG),1.802,0.6604,5.28,52.83,280.26,0.612,2.99,2.42,9009.0,0.0,482,19.06,1
162058 (1997 AE12),2.367,0.5543,4.85,304.76,60.9,1.055,3.68,3.64,10789.0,0.0,782,17.99,0
162063 (1997 EH29),1.214,0.6665,13.01,175.11,198.67,0.405,2.02,1.34,9914.0,0.0,234,18.94,0
162080 (1998 DG16),0.8967,0.3582,16.21,344.33,356.88,0.576,1.22,0.849,14641.0,0.0,514,19.95,0
162082 (1998 HL1),1.246,0.187,20.05,213.53,148.66,1.013,1.48,1.39,9360.0,0.0,2120,19.12,1
162116 (1998 SA15),1.916,0.5585,7.11,114.17,331.44,0.846,2.99,2.65,8971.0,0.0,91,19.54,1
162117 (1998 SD15),0.9326,0.3449,26.8,183.92,35.86,0.611,1.25,0.901,7263.0,0.0,536,19.14,0
162120 (1998 SH36),1.088,0.5709,2.13,217.82,278.85,0.467,1.71,1.13,9481.0,0.0,255,20.65,1
162142 (1998 VR),0.8753,0.3179,21.81,46.36,170.75,0.597,1.15,0.819,8427.0,0.0,528,18.83,0
162149 (1998 YQ11),1.874,0.3964,11.93,256.54,245.79,1.131,2.62,2.57,9099.0,0.0,2275,17.52,0
162157 (1999 CV8),1.297,0.3515,15.27,131.97,279.35,0.841,1.75,1.48,8891.0,0.0,150,19.95,0
162161 (1999 DK3),2.115,0.4431,43.14,149.73,103.01,1.178,3.05,3.08,7688.0,0.0,168,17.68,0
162162 (1999 DB7),1.206,0.1949,10.84,157.59,29.93,0.971,1.44,1.32,9047.0,0.0,295,19.99,1
162168 (1999 GT6),2.803,0.5899,4.05,205.93,79.07,1.149,4.46,4.69,9004.0,0.0,824,17.34,0
162173 Ryugu (1999 JU3),1.191,0.1911,5.87,251.29,211.61,0.963,1.42,1.3,14050.0,0.0,5019,19.55,1
162181 (1999 LF6),1.41,0.2805,18.94,208.5,140.89,1.014,1.8,1.67,16341.0,0.0,1896,18.22,0
162183 (1999 NB5),2.072,0.5351,1.43,235.31,123.19,0.963,3.18,2.98,6765.0,0.0,185,21.25,1
162186 (1999 OP3),2.71,0.6117,27.56,310.72,271.81,1.052,4.37,4.46,12486.0,0.0,1616,15.02,0
162195 (1999 RK45),1.598,0.773,5.89,119.99,4.17,0.363,2.83,2.02,8001.0,0.0,154,19.5,0
162196 (1999 RL45),1.826,0.3751,22.43,171.91,234.31,1.141,2.51,2.47,7489.0,0.0,221,18.79,0
162210 (1999 SM5),2.306,0.695,5.19,327.62,319.31,0.703,3.91,3.5,7745.0,0.0,404,19.3,1
162214 (1999 TC10),2.323,0.586,19.16,27.67,58.78,0.962,3.68,3.54,9095.0,0.0,101,18.9,0
162215 (1999 TL12),1.082,0.4365,17.34,202.31,346.79,0.609,1.55,1.12,7614.0,0.0,304,19.21,0
162269 (1999 VO6),1.135,0.7378,40.13,206.83,302.53,0.298,1.97,1.21,11335.0,0.0,890,16.97,0
162273 (1999 VL12),1.594,0.2364,20.19,234.39,40.96,1.217,1.97,2.01,11059.0,0.0,2158,17.27,0
162361 (2000 AF6),0.8758,0.411,2.71,109.86,201.27,0.516,1.24,0.82,11715.0,0.0,505,20.24,1
162385 (2000 BM19),0.7407,0.3586,6.88,70.21,247.71,0.475,1.01,0.637,8428.0,0.0,307,18.61,0
162416 (2000 EH26),1.855,0.478,0.4,215.25,19.22,0.968,2.74,2.53,1944.0,0.0,59,21.67,1
162421 (2000 ET70),0.9467,0.1238,22.32,331.12,46.07,0.829,1.06,0.921,17306.0,0.0,724,18.11,1
162422 (2000 EV70),1.207,0.5311,1.4,108.93,314.5,0.566,1.85,1.33,8820.0,0.0,249,20.6,1
162433 (2000 FK10),1.359,0.4815,13.94,41.66,247.02,0.705,2.01,1.58,8311.0,0.0,253,19.37,0
162452 (2000 HO14),2.262,0.4471,5.46,217.41,53.81,1.251,3.27,3.4,15121.0,0.0,244,18.53,0
162463 (2000 JH5),1.146,0.2382,22.21,80.17,353.57,0.873,1.42,1.23,8095.0,0.0,3355,17.97,0
162470 (2000 KX43),1.113,0.553,35.27,83.74,31.78,0.497,1.73,1.17,7324.0,0.0,94,19.24,0
162472 (2000 LL),1.259,0.1183,31.86,245.64,66.89,1.11,1.41,1.41,8885.0,0.0,535,19.16,0
162474 (2000 LB16),1.241,0.3574,50.71,80.85,285.25,0.797,1.68,1.38,8225.0,0.0,269,18.62,1
162483 (2000 PJ5),0.8727,0.3737,51.18,124.41,7.65,0.547,1.2,0.815,8412.0,0.0,874,17.53,0
162510 (2000 QW69),1.376,0.3023,38.14,344.33,220.73,0.96,1.79,1.61,8644.0,0.0,1754,17.6,1
162566 (2000 RJ34),2.626,0.5759,14.28,329.84,145.52,1.114,4.14,4.26,8709.0,0.0,1118,15.75,0
162567 (2000 RW37),1.247,0.2501,13.75,333.29,133.29,0.935,1.56,1.39,7925.0,0.0,248,19.97,1
162581 (2000 SA10),1.667,0.3518,15.89,200.32,248.18,1.081,2.25,2.15,13638.0,0.0,411,18.66,0
162635 (2000 SS164),2.57,0.5154,7.88,153.4,312.23,1.245,3.89,4.12,7908.0,0.0,729,16.71,0
162679 (2000 TK1),1.199,0.5716,29.23,13.01,167.4,0.514,1.89,1.31,9495.0,0.0,426,18.01,0
162687 (2000 UH1),1.875,0.5436,14.77,76.13,40.97,0.856,2.89,2.57,8630.0,0.0,431,18.76,1
162694 (2000 UH11),0.8703,0.4224,32.23,29.78,187.42,0.503,1.24,0.812,8058.0,0.0,213,19.75,0
162695 (2000 UL11),2.122,0.6354,2.19,333.18,152.12,0.774,3.47,3.09,1295.0,1.0,154,20.2,1
162698 (2000 UN30),2.119,0.4872,20.69,66.21,271.86,1.087,3.15,3.09,7467.0,0.0,123,18.48,0
162723 (2000 VM2),1.774,0.6814,6.39,329.79,187.38,0.565,2.98,2.36,10911.0,0.0,935,17.73,0
162740 (2000 WF6),2.458,0.5036,39.22,264.32,159.11,1.22,3.7,3.85,8441.0,0.0,114,18.44,0
162741 (2000 WG6),2.319,0.4994,11.85,60.73,330.12,1.161,3.48,3.53,11107.0,0.0,217,17.5,0
162781 (2000 XL44),2.226,0.4259,10.03,331.98,163.85,1.278,3.17,3.32,12163.0,0.0,647,17.96,0
162783 (2000 YJ11),1.314,0.2323,7.26,64.92,339.16,1.008,1.62,1.51,7768.0,0.0,136,20.91,1
162825 (2001 BO61),1.773,0.7444,9.07,159.52,79.16,0.453,3.09,2.36,8023.0,0.0,454,17.97,1
162854 (2001 DE47),1.323,0.1492,21.27,122.41,297.78,1.126,1.52,1.52,8533.0,0.0,255,19.14,0
162873 (2001 FB7),1.401,0.0864,20.19,357.88,198.81,1.279,1.52,1.66,8222.0,0.0,198,19.27,0
162882 (2001 FD58),1.092,0.5752,6.5,341.15,46.02,0.464,1.72,1.14,8788.0,0.0,444,18.8,1
162900 (2001 HG31),2.576,0.5356,6.16,36.5,67.43,1.197,3.96,4.14,8616.0,0.0,1298,15.99,0
162903 (2001 JV2),1.305,0.2372,47.49,216.89,301.22,0.995,1.61,1.49,3354.0,0.0,196,18.63,0
162911 (2001 LL5),1.204,0.3394,7.95,281.82,205.17,0.795,1.61,1.32,8517.0,0.0,299,19.33,0
162913 (2001 MT18),1.271,0.5195,8.65,170.48,356.16,0.611,1.93,1.43,12374.0,0.0,916,18.48,0
162922 (2001 OY13),1.319,0.382,10.3,284.18,291.31,0.815,1.82,1.51,2215.0,0.0,164,20.91,1
162926 (2001 OB36),2.944,0.6178,42.66,112.94,289.16,1.125,4.76,5.05,2022.0,1.0,59,17.12,0
162979 (2001 RA12),2.037,0.5441,17.09,311.58,326.05,0.929,3.14,2.91,8417.0,0.0,167,18.29,1
162980 (2001 RR17),1.553,0.4886,30.4,177.6,351.5,0.794,2.31,1.94,17489.0,0.0,1233,16.77,0
162998 (2001 SK162),1.926,0.4743,1.68,285.29,186.45,1.013,2.84,2.67,10516.0,0.0,1194,18.17,1
163000 (2001 SW169),1.248,0.0515,3.55,8.41,284.81,1.184,1.31,1.39,9187.0,0.0,1485,19.24,0
163001 (2001 SE170),2.123,0.4535,19.98,216.52,124.96,1.16,3.09,3.09,5315.0,0.0,342,18.41,0
163014 (2001 UA5),1.787,0.4456,9.94,58.62,27.68,0.991,2.58,2.39,11377.0,0.0,1183,17.75,1
163015 (2001 UX16),1.417,0.3683,10.62,213.37,254.57,0.895,1.94,1.69,2006.0,0.0,34,22.07,0
163023 (2001 XU1),0.7974,0.5464,27.15,69.69,208.52,0.362,1.23,0.712,7349.0,0.0,376,19.52,0
163026 (2001 XR30),1.297,0.3652,11.86,247.85,294.5,0.823,1.77,1.48,7980.0,0.0,72,21.23,1
163051 (2001 YJ4),2.274,0.5676,9.29,247.77,322.44,0.983,3.57,3.43,17018.0,0.0,1116,16.4,1
163067 (2002 AP3),2.046,0.5862,7.61,87.3,117.82,0.847,3.25,2.93,1108.0,1.0,65,19.99,1
163070 (2002 AO7),2.91,0.6354,14.54,278.05,240.56,1.061,4.76,4.96,7483.0,0.0,172,18.41,0
163081 (2002 AG29),1.087,0.2033,11.5,212.84,43.95,0.866,1.31,1.13,12832.0,0.0,818,18.57,0
163132 (2002 CU11),1.22,0.2952,48.78,157.74,110.53,0.86,1.58,1.35,7423.0,0.0,513,18.61,1
163191 (2002 EQ9),1.835,0.4653,16.29,179.09,44.39,0.981,2.69,2.49,8000.0,0.0,432,19.43,0
163243 (2002 FB3),0.7616,0.6016,20.28,203.56,148.34,0.303,1.22,0.665,8124.0,0.0,1532,16.47,1
163249 (2002 GT),1.344,0.3347,6.97,201.73,135.14,0.894,1.79,1.56,8130.0,0.0,1576,18.71,1
163250 (2002 GH1),2.691,0.5349,35.22,169.89,352.4,1.252,4.13,4.42,12875.0,0.0,1279,15.47,0
163252 (2002 GD11),2.131,0.4407,9.0,95.61,201.0,1.192,3.07,3.11,9179.0,0.0,315,17.91,0
163295 (2002 HW),2.462,0.6451,5.81,32.32,77.67,0.874,4.05,3.86,2775.0,0.0,212,19.49,0
163335 (2002 LJ),1.328,0.6668,56.32,247.04,155.66,0.443,2.21,1.53,7951.0,0.0,306,17.21,0
163348 (2002 NN4),0.8758,0.4345,5.42,259.43,222.21,0.495,1.26,0.82,6996.0,0.0,670,20.08,1
163364 (2002 OD20),1.365,0.3689,4.19,259.85,275.35,0.862,1.87,1.6,8029.0,0.0,655,18.91,1
163373 (2002 PZ39),1.469,0.5465,1.67,328.77,260.13,0.666,2.27,1.78,9870.0,0.0,1157,19.03,1
163412 (2002 RV25),1.907,0.4511,34.48,18.13,46.17,1.047,2.77,2.63,10778.0,0.0,663,17.36,0
163454 (2002 RN129),1.162,0.3698,23.12,332.1,198.67,0.732,1.59,1.25,7488.0,0.0,257,19.11,0
163667 (2002 WC1),2.582,0.5715,4.64,41.5,82.65,1.107,4.06,4.15,3003.0,0.0,55,19.88,0
163679 (2002 XG84),1.495,0.4716,5.06,29.75,349.74,0.79,2.2,1.83,8085.0,0.0,217,19.31,0
163683 (2002 YP2),1.577,0.6881,20.63,52.46,281.41,0.492,2.66,1.98,7950.0,0.0,237,19.09,1
163691 (2003 BB43),2.418,0.5217,40.79,148.82,60.8,1.156,3.68,3.76,12522.0,0.0,431,17.09,0
163692 (2003 CY18),1.526,0.4104,7.2,114.33,180.95,0.9,2.15,1.89,7823.0,0.0,1409,18.26,0
163693 Atira (2003 CP20),0.741,0.3221,25.62,103.87,252.94,0.502,0.98,0.638,7766.0,0.0,1009,16.41,0
163694 (2003 DP13),2.641,0.5435,9.82,326.68,283.08,1.206,4.08,4.29,13794.0,0.0,545,17.5,0
163696 (2003 EB50),1.571,0.519,29.51,65.61,278.96,0.756,2.39,1.97,7711.0,0.0,3517,16.54,0
163697 (2003 EF54),1.609,0.4728,2.95,268.45,353.79,0.848,2.37,2.04,4328.0,0.0,224,20.08,1
163732 (2003 KP2),2.752,0.6964,44.63,193.42,190.66,0.835,4.67,4.57,25889.0,0.0,795,15.47,0
163758 (2003 OS13),1.296,0.7412,41.53,272.14,244.28,0.335,2.26,1.48,7639.0,0.0,389,17.42,0
163760 (2003 OR14),2.511,0.5045,13.07,211.48,211.99,1.244,3.78,3.98,14771.0,0.0,978,16.68,0
163818 (2003 RX7),1.229,0.3545,10.39,241.01,245.91,0.794,1.67,1.36,7246.0,0.0,957,18.46,1
163899 (2003 SD220),0.8276,0.21,8.54,273.71,326.99,0.654,1.0,0.753,9037.0,0.0,1485,17.63,1
163902 (2003 SW222),1.661,0.248,16.11,283.7,165.07,1.249,2.07,2.14,7644.0,0.0,2743,17.21,0
164120 (2003 YK),1.512,0.4079,11.03,345.61,189.67,0.895,2.13,1.86,8039.0,0.0,258,19.16,0
164121 (2003 YT1),1.11,0.292,44.06,38.31,91.0,0.786,1.43,1.17,15293.0,0.0,2040,16.18,1
164184 (2004 BF68),1.627,0.4532,4.6,202.19,2.65,0.89,2.36,2.08,7191.0,0.0,213,19.48,0
164201 (2004 EC),1.997,0.8602,34.61,28.83,10.33,0.279,3.71,2.82,7362.0,0.0,1109,15.72,0
164202 (2004 EW),0.988,0.2791,4.67,342.9,56.21,0.712,1.26,0.982,4823.0,0.0,427,20.91,1
164206 (2004 FN18),1.701,0.4096,18.28,214.42,232.85,1.004,2.4,2.22,25472.0,0.0,625,17.7,0
164207 (2004 GU9),1.001,0.1359,13.65,38.41,279.48,0.865,1.14,1.0,8390.0,0.0,326,21.18,1
164211 (2004 JA27),1.666,0.4233,2.26,67.76,270.22,0.961,2.37,2.15,6174.0,0.0,479,19.5,1
164214 (2004 LZ11),2.119,0.3927,5.46,72.08,248.86,1.287,2.95,3.09,6433.0,0.0,106,19.27,0
164215 Doloreshill (2004 MF6),2.114,0.3964,4.88,235.98,76.6,1.276,2.95,3.07,3134.0,0.0,208,20.01,0
164216 (2004 OT11),2.153,0.5651,19.99,294.89,326.6,0.937,3.37,3.16,7078.0,0.0,444,17.29,1
164217 (2004 PT42),2.013,0.416,48.91,144.97,179.11,1.175,2.85,2.86,9003.0,0.0,1063,17.29,0
164221 (2004 QE20),1.505,0.2053,6.48,272.56,74.31,1.196,1.81,1.85,7211.0,0.0,198,20.43,0
164222 (2004 RN9),1.304,0.247,16.11,0.94,67.2,0.982,1.63,1.49,7902.0,0.0,258,20.85,0
164294 (2004 XZ130),0.6175,0.4545,2.95,211.15,5.42,0.337,0.9,0.485,3564.0,1.0,72,20.45,0
164341 (2005 CO),1.627,0.2543,13.01,140.64,42.96,1.213,2.04,2.07,1384.0,1.0,94,20.59,0
164342 (2005 CP),1.57,0.361,19.17,138.89,73.05,1.003,2.14,1.97,1612.0,1.0,86,20.99,0
164400 (2005 GN59),1.657,0.4679,6.63,218.96,203.05,0.882,2.43,2.13,16723.0,0.0,1036,17.34,1
168044 (2005 SG),0.9813,0.2833,34.83,23.52,205.53,0.703,1.26,0.972,1482.0,1.0,347,19.09,0
168318 (1989 DA),2.162,0.5417,6.49,349.07,139.82,0.991,3.33,3.18,12884.0,0.0,544,18.91,1
168378 (1997 ET30),2.137,0.4494,6.81,23.22,263.37,1.177,3.1,3.12,12874.0,0.0,1261,16.93,0
168791 (2000 SQ43),2.296,0.5045,5.18,170.91,144.73,1.137,3.45,3.48,16396.0,0.0,99,18.85,0
169352 (2001 UY16),2.083,0.5196,32.28,32.2,48.41,1.001,3.17,3.01,7851.0,0.0,269,19.36,0
169675 (2002 JM97),2.722,0.5475,12.62,63.47,236.46,1.232,4.21,4.49,17881.0,0.0,1204,16.67,0
170013 (2002 UO3),2.946,0.7997,25.4,184.16,330.17,0.59,5.3,5.06,5491.0,0.0,130,17.77,0
170086 (2002 XR14),1.905,0.626,2.13,75.48,120.49,0.712,3.1,2.63,7965.0,0.0,475,18.17,1
170502 (2003 WM7),2.47,0.8818,10.51,48.26,144.17,0.292,4.65,3.88,5802.0,0.0,543,17.36,0
170891 (2004 TY16),1.982,0.4053,8.15,329.82,177.44,1.179,2.79,2.79,8059.0,0.0,1519,16.97,0
170903 (2004 WS2),1.336,0.6031,8.27,87.67,115.46,0.53,2.14,1.54,8011.0,0.0,1142,18.23,1
171486 (1996 MO),1.794,0.512,6.09,165.08,4.75,0.876,2.71,2.4,9948.0,0.0,294,18.42,0
171576 (1999 VP11),1.086,0.5836,17.28,208.08,61.74,0.452,1.72,1.13,8873.0,0.0,483,18.68,1
171819 (2001 FZ6),1.496,0.1666,9.95,17.35,297.39,1.246,1.74,1.83,8122.0,0.0,968,18.4,0
171839 (2001 JM1),1.46,0.3108,17.08,226.64,321.98,1.007,1.91,1.77,8451.0,0.0,589,19.24,1
172034 (2001 WR1),1.277,0.2026,25.03,6.51,48.56,1.019,1.54,1.44,26081.0,0.0,981,17.84,0
172678 (2003 YM137),2.559,0.7028,2.82,73.98,131.02,0.761,4.36,4.09,1456.0,1.0,336,18.95,1
172718 (2004 BD85),1.61,0.2044,19.58,267.35,284.49,1.281,1.94,2.04,7993.0,1.0,160,18.88,0
172722 (2004 BV102),1.544,0.6994,7.22,341.28,17.23,0.464,2.62,1.92,7398.0,0.0,498,17.67,0
172974 (2005 YW55),1.637,0.2465,8.47,239.35,256.72,1.234,2.04,2.09,6240.0,0.0,198,19.42,0
173232 (1998 XC9),2.743,0.5333,9.61,317.25,124.76,1.28,4.21,4.54,8503.0,0.0,203,18.31,0
173561 (2000 YV137),1.448,0.3109,28.0,137.22,211.38,0.998,1.9,1.74,8588.0,0.0,750,18.36,1
173664 (2001 JU2),1.517,0.2689,4.02,100.74,227.34,1.109,1.93,1.87,7950.0,0.0,277,19.75,0
173689 (2001 PK9),1.779,0.395,10.43,272.88,314.08,1.077,2.48,2.37,7474.0,0.0,376,18.26,0
174050 (2002 CC19),1.285,0.1134,50.06,134.74,20.17,1.139,1.43,1.46,14081.0,0.0,1356,17.62,0
174806 (2003 XL),2.529,0.5669,10.6,316.24,209.17,1.095,3.96,4.02,7446.0,0.0,306,17.22,0
174881 (2004 BU58),1.254,0.557,57.23,120.17,171.81,0.556,1.95,1.4,7646.0,0.0,218,18.1,0
175114 (2004 QQ),2.25,0.6633,5.72,288.08,31.49,0.758,3.74,3.37,9657.0,0.0,603,16.66,0
175189 (2005 EC224),2.059,0.3859,2.62,169.28,79.12,1.265,2.85,2.95,7920.0,0.0,987,18.29,0
175706 (1996 FG3),1.055,0.3501,1.97,299.5,24.06,0.686,1.42,1.08,14073.0,0.0,2685,18.32,1
175729 (1998 BB10),1.271,0.4246,11.54,124.27,259.25,0.732,1.81,1.43,9562.0,0.0,244,20.44,1
175921 (2000 DM1),1.369,0.4838,20.7,342.76,306.7,0.707,2.03,1.6,8983.0,0.0,613,18.32,0
177016 (2003 BM47),1.16,0.5821,13.81,137.58,155.35,0.485,1.84,1.25,7620.0,0.0,120,20.04,0
